u,g,r,i,z,class,z1,zerr,u-g,g-r,r-i,i-z,class_encoded
19.48535,18.59346,18.30146,18.20822,18.21796,STAR,-0.0003990935,1.882901e-05,0.8918900000000001,0.2920000000000016,0.09323999999999799,-0.009740000000000748,2
18.50725,17.17205,16.61491,16.27787,16.00391,GALAXY,0.04392877,1.191963e-05,1.3352000000000004,0.5571400000000004,0.33703999999999823,0.27395999999999887,0
17.12589,15.40269,14.73262,16.99516,14.25527,STAR,-0.0005670865,8.23769e-06,1.7231999999999985,0.670069999999999,-2.2625399999999978,2.739889999999999,2
18.08117,16.1722,15.28583,14.85789,14.53003,GALAXY,0.06335449,1.707998e-05,1.90897,0.8863699999999994,0.4279400000000013,0.3278599999999994,0
15.8883,15.39397,12.96371,15.89932,13.10826,STAR,-0.0001587257,1.151111e-05,0.4943299999999997,2.4302599999999988,-2.9356099999999987,2.79106,2
15.69756,13.80406,13.01886,12.6095,12.29024,GALAXY,0.01375328,6.047119e-06,1.8934999999999995,0.7851999999999997,0.4093599999999995,0.3192599999999999,0
19.33909,18.14831,17.71971,17.55597,17.51533,STAR,-0.0003614108,1.37878e-05,1.1907800000000002,0.4285999999999994,0.16374000000000066,0.04063999999999979,2
17.84089,16.78308,16.36023,16.1855,16.10637,STAR,-0.0002096796,1.109164e-05,1.05781,0.4228500000000004,0.17473000000000027,0.07913000000000281,2
18.10697,16.15076,15.24034,14.84623,14.50929,GALAXY,0.06301138,1.190818e-05,1.9562100000000022,0.9104199999999985,0.3941099999999995,0.33694000000000024,0
18.70067,17.36672,16.73491,16.3518,16.0975,GALAXY,0.09639371,2.096389e-05,1.333949999999998,0.6318100000000015,0.3831099999999985,0.25430000000000064,0
18.84078,16.77737,15.7683,15.33889,14.98598,GALAXY,0.0,0.0,2.0634099999999975,1.0090700000000012,0.42941000000000074,0.3529099999999996,0
18.86659,17.1292,16.32341,15.91219,15.5895,GALAXY,0.03127287,1.593991e-05,1.7373899999999978,0.8057900000000018,0.41121999999999836,0.3226900000000015,0
18.42342,17.38057,16.9698,16.78663,16.69825,STAR,-0.0004804294,1.07392e-05,1.0428500000000014,0.4107699999999994,0.1831700000000005,0.08837999999999724,2
17.95328,16.58752,16.11409,15.91809,15.85626,STAR,-5.29167e-05,8.312689e-06,1.365759999999998,0.47343000000000046,0.1960000000000015,0.06182999999999872,2
18.1531,18.23384,17.90449,17.89735,18.09977,QSO,1.160635,0.0001180774,-0.08074000000000225,0.3293500000000016,0.007139999999999702,-0.20242000000000004,1
17.84567,16.42338,15.75277,15.39402,15.10138,GALAXY,0.0895988,1.350347e-05,1.4222899999999967,0.6706100000000017,0.35875000000000057,0.2926399999999987,0
18.76703,18.84538,20.55754,19.26545,22.8269,STAR,4.963608e-05,7.728686e-06,-0.07835000000000036,-1.7121600000000008,1.2920899999999982,-3.561449999999997,2
19.43517,18.43787,18.0716,17.95581,17.90528,STAR,-0.0001473891,1.156274e-05,0.9972999999999992,0.3662700000000001,0.1157900000000005,0.05052999999999841,2
18.03269,16.95184,16.52939,16.31033,16.10793,GALAXY,0.03570696,9.59745e-06,1.080849999999998,0.4224500000000013,0.21905999999999892,0.2024000000000008,0
19.18345,18.04229,17.34888,16.9687,16.70223,GALAXY,0.1593523,1.069831e-05,1.1411599999999993,0.6934100000000001,0.38018000000000285,0.2664699999999982,0
17.33858,16.08158,15.54829,15.32165,15.29076,STAR,0.0001766732,7.26106e-06,1.2570000000000014,0.5332899999999992,0.22663999999999973,0.030889999999999418,2
17.38205,16.23362,16.16264,16.15096,16.16361,STAR,-6.222209e-05,8.524156e-06,1.1484300000000012,0.07097999999999871,0.011679999999998358,-0.012649999999997164,2
19.245,17.48207,16.80409,16.57423,16.46305,STAR,-0.0001263924,8.427735e-06,1.7629300000000008,0.6779800000000016,0.22985999999999862,0.11118000000000094,2
18.69298,17.44452,17.25011,17.19249,17.15648,STAR,0.000269049,1.234832e-05,1.248459999999998,0.1944100000000013,0.057620000000000005,0.036010000000000986,2
19.41642,17.99997,17.28947,16.85265,16.61127,GALAXY,0.1130367,1.072222e-05,1.4164499999999975,0.7104999999999997,0.4368200000000009,0.24137999999999948,0
19.23324,18.16431,17.76533,17.61144,17.56907,STAR,-0.0002219695,1.456421e-05,1.0689299999999982,0.39898000000000167,0.15388999999999697,0.042370000000001795,2
19.33074,18.00841,18.00188,18.01673,18.05849,STAR,-0.0006724233,1.270901e-05,1.3223299999999973,0.006530000000001479,-0.014849999999999142,-0.04176000000000002,2
18.71381,16.96346,16.13628,15.74781,15.45577,GALAXY,0.06108468,2.105205e-05,1.7503499999999974,0.827180000000002,0.38846999999999987,0.2920400000000001,0
19.54626,17.10914,16.20982,15.73008,15.41877,GALAXY,0.0807229,1.125873e-05,2.43712,0.8993199999999995,0.4797400000000014,0.31130999999999887,0
19.33475,17.79249,17.14447,16.78752,16.53131,GALAXY,0.04999806,9.459261e-06,1.5422599999999989,0.6480200000000025,0.35694999999999766,0.2562099999999994,0
19.57213,18.47515,18.0404,17.85115,17.79848,STAR,-0.0004553985,1.127694e-05,1.096980000000002,0.4347499999999975,0.18925000000000125,0.052669999999999106,2
15.75021,13.93093,13.1421,12.72623,12.45728,GALAXY,0.01349749,5.390339e-06,1.8192799999999991,0.7888300000000008,0.41586999999999996,0.26894999999999847,0
19.46325,16.89115,15.54939,14.92672,14.49021,STAR,-3.461921e-05,7.738528e-06,2.572099999999999,1.341759999999999,0.6226700000000012,0.4365100000000002,2
18.43262,16.68324,15.85177,15.4618,15.15095,GALAXY,0.03232853,1.124999e-05,1.7493799999999986,0.8314700000000013,0.38996999999999993,0.3108500000000003,0
19.42875,18.2461,17.60296,17.24032,17.00824,GALAXY,0.1747418,1.061786e-05,1.1826500000000024,0.6431399999999989,0.36263999999999896,0.23207999999999984,0
19.48485,18.3634,17.83763,17.57925,17.47676,STAR,1.630794e-05,2.467964e-05,1.121450000000003,0.5257699999999979,0.2583800000000025,0.10248999999999953,2
18.81177,17.45736,16.79737,16.42335,16.14354,GALAXY,0.1164122,2.034513e-05,1.354409999999998,0.6599900000000005,0.3740200000000016,0.27980999999999767,0
19.49368,19.48929,19.28804,19.3065,19.40183,QSO,1.372922,0.0002121829,0.004390000000000782,0.2012500000000017,-0.01846000000000103,-0.09533000000000058,1
19.46405,18.51631,18.14598,18.00413,17.93948,STAR,-0.000594392,1.736323e-05,0.9477399999999996,0.37032999999999916,0.14185000000000159,0.06465000000000032,2
19.24133,17.74834,16.92661,16.50338,16.20557,GALAXY,0.1122513,1.904858e-05,1.4929900000000025,0.8217299999999987,0.4232300000000002,0.29780999999999835,0
18.66149,17.4373,16.93293,16.55638,16.40324,GALAXY,0.08448749,6.46488e-06,1.2241900000000001,0.5043700000000015,0.37654999999999816,0.1531400000000005,0
17.61889,16.35773,16.50851,16.62632,16.68317,STAR,-0.0002730988,7.197496e-06,1.2611600000000003,-0.15078000000000102,-0.11780999999999864,-0.05685000000000073,2
18.53548,16.73458,15.86598,15.38331,15.01217,GALAXY,0.06179523,1.424423e-05,1.8008999999999986,0.8686000000000007,0.4826700000000006,0.37114000000000047,0
18.85322,17.55129,16.99832,16.67929,16.4961,GALAXY,0.04471976,1.114302e-05,1.3019299999999987,0.552970000000002,0.3190299999999979,0.1831900000000033,0
19.03337,18.801,18.62663,18.34852,18.25826,QSO,1.557333,0.0002541343,0.23237000000000307,0.1743699999999997,0.2781099999999981,0.09026000000000067,1
17.49247,15.86159,15.2646,14.9521,14.74601,GALAXY,0.03437677,8.241162e-06,1.6308800000000012,0.5969899999999999,0.3125,0.20608999999999966,0
19.36488,18.03497,17.26308,16.8056,16.57065,GALAXY,0.1276819,8.018918e-06,1.3299099999999981,0.7718900000000026,0.45748000000000033,0.23494999999999777,0
18.92672,17.74341,17.56911,17.54353,17.52725,STAR,-0.0006659717,1.485521e-05,1.1833099999999988,0.17430000000000234,0.025579999999997938,0.01628000000000185,2
18.9261,17.57308,16.94283,16.6338,16.41579,STAR,-0.0001954903,1.943697e-05,1.3530200000000008,0.6302500000000002,0.3090299999999999,0.2180099999999996,2
18.72363,17.46333,16.93714,16.75559,16.64086,STAR,0.0002022384,9.563727e-06,1.2603000000000009,0.5261899999999997,0.18154999999999788,0.11473000000000155,2
19.29809,17.34927,16.42001,15.99708,15.66151,GALAXY,0.08024332,1.834122e-05,1.9488199999999978,0.9292599999999993,0.4229300000000009,0.3355700000000006,0
19.3914,17.46631,16.57802,16.13931,15.81378,GALAXY,0.05005727,1.327586e-05,1.9250900000000009,0.8882900000000014,0.4387100000000004,0.32552999999999876,0
16.07693,14.01548,13.1194,12.6565,12.42272,GALAXY,0.03099427,8.445176e-06,2.0614500000000007,0.8960799999999995,0.4629000000000012,0.23377999999999943,0
19.43024,17.56171,16.59474,16.16891,15.82605,GALAXY,0.09193151,2.020248e-05,1.8685299999999998,0.9669699999999999,0.42583000000000126,0.34285999999999994,0
16.43507,15.26727,15.15541,15.1531,15.2072,STAR,-0.0001888362,1.050414e-05,1.1677999999999997,0.11186000000000007,0.00230999999999959,-0.05410000000000004,2
19.04081,17.99549,17.7064,17.60349,17.61815,STAR,0.0001020042,1.50676e-05,1.0453200000000002,0.2890900000000016,0.10290999999999784,-0.01465999999999923,2
19.14324,18.02966,17.61883,17.38164,17.21896,GALAXY,0.03042977,6.769981e-06,1.113579999999999,0.4108300000000007,0.23718999999999824,0.1626800000000017,0
17.47784,16.27616,16.36864,16.49924,16.56258,STAR,-0.001059094,4.876263e-06,1.2016799999999996,-0.09247999999999834,-0.13060000000000116,-0.06334000000000017,2
18.02776,16.53565,15.75555,15.31869,14.99698,GALAXY,0.03094472,1.810364e-05,1.4921100000000003,0.7801000000000009,0.43685999999999936,0.3217099999999995,0
19.27184,17.5602,16.78355,16.38349,16.093,GALAXY,0.03511985,1.745212e-05,1.7116400000000027,0.7766499999999965,0.4000600000000034,0.29048999999999836,0
18.67368,17.31599,16.60355,16.23368,15.99515,GALAXY,0.05629187,1.512271e-05,1.3576900000000016,0.7124400000000009,0.3698699999999988,0.23852999999999902,0
19.59773,17.82948,17.05189,16.67999,16.39314,GALAXY,0.03538387,3.171729e-05,1.7682499999999983,0.77759,0.3719000000000001,0.28685000000000116,0
19.50812,17.4763,16.47895,16.02632,15.63663,GALAXY,0.07021509,1.681099e-05,2.0318200000000033,0.9973499999999973,0.45263000000000275,0.3896899999999981,0
19.53365,18.18222,17.52839,17.19352,16.96803,GALAXY,0.03337856,1.263141e-05,1.3514300000000006,0.6538299999999992,0.3348700000000022,0.22549000000000063,0
19.47528,17.6646,16.68,16.23816,15.85151,GALAXY,0.09196134,1.821298e-05,1.8106800000000014,0.9846000000000004,0.4418399999999991,0.38665000000000127,0
19.20741,17.57342,16.79117,16.35239,16.04641,GALAXY,0.08771037,1.585705e-05,1.6339900000000007,0.7822499999999977,0.4387800000000013,0.30597999999999814,0
19.39921,17.79366,16.9915,16.5815,16.23897,GALAXY,0.1208708,4.031435e-05,1.605550000000001,0.8021600000000007,0.41000000000000014,0.34253,0
19.26621,18.02307,17.46915,17.10734,16.92973,GALAXY,0.07158019,8.869089e-06,1.2431400000000004,0.5539200000000015,0.3618099999999984,0.17761000000000138,0
19.22992,16.0236,14.87559,14.21041,13.91026,STAR,-0.0003453931,9.134295e-06,3.2063200000000016,1.1480099999999975,0.6651800000000012,0.30015000000000036,2
18.93755,18.06492,17.55709,17.18919,17.03544,GALAXY,0.1647449,7.960005e-06,0.8726300000000009,0.507830000000002,0.3678999999999988,0.15374999999999872,0
18.51907,17.0504,16.30564,15.8953,15.63096,GALAXY,0.08489828,1.928729e-05,1.4686699999999995,0.7447599999999994,0.4103399999999997,0.2643400000000007,0
18.91222,17.34181,16.67676,16.27757,16.01672,GALAXY,0.05288132,7.038313e-06,1.5704100000000025,0.6650499999999973,0.3991900000000008,0.26085000000000136,0
18.20063,16.62653,15.83043,15.39079,15.06236,GALAXY,0.04006772,9.64118e-06,1.5741000000000014,0.7960999999999991,0.4396399999999989,0.3284300000000009,0
19.55014,18.33224,17.80093,17.49389,17.37806,GALAXY,0.111968,9.77018e-06,1.2179000000000002,0.5313099999999977,0.30704000000000065,0.11582999999999899,0
18.59393,17.28168,16.79938,16.59034,16.37869,GALAXY,0.01734248,6.246892e-06,1.3122499999999988,0.48230000000000217,0.20903999999999812,0.21165000000000234,0
19.51123,18.21334,17.60798,17.24881,17.04828,GALAXY,0.08946353,8.574997e-06,1.2978900000000024,0.6053599999999975,0.35917000000000243,0.20053000000000054,0
19.40983,18.15455,17.58811,17.21729,17.01045,GALAXY,0.1166109,8.763882e-06,1.255279999999999,0.56644,0.3708200000000019,0.2068399999999997,0
19.31889,17.65994,16.85638,16.4288,16.11107,GALAXY,0.06931669,1.191779e-05,1.6589500000000008,0.8035599999999974,0.4275800000000025,0.3177299999999974,0
19.49397,19.24394,19.02612,19.00788,18.91779,QSO,1.249868,0.0002487225,0.2500300000000024,0.21781999999999968,0.0182399999999987,0.09009,1
19.46459,18.21188,17.75325,17.46381,17.28083,GALAXY,0.05328115,2.160065e-05,1.2527100000000004,0.4586299999999994,0.2894400000000026,0.18297999999999703,0
17.47248,16.31845,16.18049,16.16109,16.17075,STAR,-0.0005082668,9.023404e-06,1.1540300000000023,0.13795999999999964,0.01939999999999742,-0.009660000000000224,2
18.90408,17.91126,17.56257,17.26597,17.16416,GALAXY,0.05541055,6.42845e-06,0.9928200000000018,0.3486899999999977,0.29660000000000153,0.1018100000000004,0
19.384,18.29666,17.87598,17.68428,17.58311,STAR,-0.0005395695,2.291912e-05,1.087340000000001,0.42068000000000083,0.19169999999999732,0.10116999999999976,2
19.19874,17.68848,17.14394,16.95749,16.85137,STAR,-0.0001552709,8.57599e-06,1.5102600000000024,0.5445399999999978,0.18645000000000067,0.10612000000000066,2
19.18195,18.71334,18.57857,18.43881,18.22888,QSO,2.450851,0.0003167184,0.46861000000000175,0.1347699999999996,0.139759999999999,0.20992999999999995,1
19.47488,17.5341,16.64659,16.22348,15.89042,GALAXY,0.08429546,1.908145e-05,1.9407800000000002,0.8875099999999989,0.4231100000000012,0.3330599999999979,0
18.25013,17.29584,16.93715,16.79964,16.76987,STAR,-0.0005654939,1.123483e-05,0.9542900000000003,0.3586899999999993,0.1375099999999989,0.029769999999999186,2
19.26197,17.23555,16.18343,15.71336,15.33002,GALAXY,0.1126997,2.583002e-05,2.0264200000000017,1.0521199999999986,0.47007000000000154,0.38334000000000046,0
18.82633,17.46847,16.96629,16.79137,16.68274,STAR,0.000137705,1.103162e-05,1.3578599999999987,0.5021799999999992,0.1749200000000002,0.10863000000000156,2
19.17344,17.70558,17.1773,17.15912,16.94121,STAR,-9.114816e-05,1.072927e-05,1.4678599999999982,0.5282800000000023,0.01817999999999742,0.21790999999999983,2
19.40428,17.13655,16.16952,15.73423,15.43811,GALAXY,0.08192059,2.354192e-05,2.2677300000000002,0.9670300000000012,0.4352899999999984,0.29612000000000016,0
17.58512,16.63857,16.35668,16.25712,16.24201,STAR,-0.0002059951,9.663688e-06,0.9465499999999984,0.28189000000000064,0.09956000000000031,0.015109999999999957,2
18.63914,17.55995,17.08325,16.90205,16.79279,STAR,-3.330045e-06,1.063758e-05,1.0791900000000005,0.476700000000001,0.18120000000000047,0.10925999999999902,2
19.24736,17.32332,16.3539,15.88768,15.52825,GALAXY,0.0704025,1.691732e-05,1.9240400000000015,0.9694199999999995,0.46621999999999986,0.3594299999999997,0
19.54243,17.77301,16.9816,16.57451,16.26805,GALAXY,0.04288789,1.89796e-05,1.7694200000000002,0.7914099999999991,0.4070900000000002,0.3064600000000013,0
19.19064,18.00537,17.50897,17.28086,17.23549,STAR,-0.0001003594,9.893251e-06,1.1852699999999992,0.49639999999999773,0.22811000000000092,0.04537000000000191,2
19.24894,18.19499,18.09989,18.12121,18.1413,STAR,-0.0004857838,1.977193e-05,1.0539500000000004,0.09510000000000218,-0.021320000000002892,-0.02008999999999972,2
18.81736,17.71881,17.10446,16.65983,16.42963,GALAXY,0.09076808,6.131711e-06,1.0985499999999995,0.6143500000000017,0.4446300000000001,0.23019999999999996,0
18.48653,18.34806,18.67878,18.90908,19.2546,STAR,8.118072e-05,4.738478e-05,0.1384699999999981,-0.33071999999999946,-0.23029999999999973,-0.3455200000000005,2
19.16893,18.06526,17.6417,17.49171,17.44123,STAR,-0.0001385732,1.434923e-05,1.103670000000001,0.4235599999999984,0.14998999999999896,0.0504800000000003,2
19.43781,17.43438,16.40725,15.91303,15.52598,GALAXY,0.11871,2.365667e-05,2.003429999999998,1.0271299999999997,0.4942200000000021,0.38704999999999856,0
18.79451,17.87869,17.71733,17.52754,17.35035,GALAXY,0.03313996,4.383279e-06,0.9158200000000001,0.1613599999999984,0.18979000000000212,0.17718999999999951,0
19.07433,17.79019,17.41038,17.34307,17.32499,STAR,-0.000112958,2.821763e-05,1.2841400000000007,0.3798099999999991,0.06730999999999909,0.018080000000001206,2
19.22418,18.6054,18.60506,18.56163,18.33203,QSO,2.624953,0.0001451221,0.618780000000001,0.0003399999999977865,0.043430000000000746,0.22960000000000136,1
19.49662,19.08585,19.07255,18.88071,19.61288,QSO,0.5838575,2.834923e-05,0.4107699999999994,0.013300000000000978,0.19183999999999912,-0.73217,1
18.19343,17.89396,18.15288,18.36398,18.53576,STAR,-0.0003583653,1.352303e-05,0.29946999999999946,-0.2589199999999998,-0.21110000000000184,-0.17177999999999827,2
19.45525,18.46911,18.1308,17.8351,17.77408,GALAXY,0.0657955,6.228238e-06,0.9861399999999989,0.3383099999999999,0.2957000000000001,0.061019999999999186,0
19.22649,17.43453,16.75214,16.50781,16.34224,STAR,-8.797755e-05,8.436331e-06,1.7919599999999996,0.682389999999998,0.2443300000000015,0.16556999999999888,2
19.27652,18.84204,19.10249,19.26097,19.52182,STAR,-9.456127e-05,5.515227e-05,0.43448000000000064,-0.26044999999999874,-0.15848000000000084,-0.26085000000000136,2
19.09218,17.42648,16.66639,16.2926,16.07047,STAR,-1.00124e-05,6.906081e-06,1.6656999999999975,0.7600900000000017,0.3737899999999996,0.22212999999999994,2
18.60275,17.23524,16.6781,16.4624,16.34374,STAR,-0.0001014543,9.34782e-06,1.3675099999999993,0.5571400000000004,0.21570000000000178,0.11865999999999843,2
19.47954,17.83787,17.09999,16.79045,16.61385,STAR,0.0003220275,7.631765e-06,1.6416700000000013,0.7378800000000005,0.30953999999999837,0.17660000000000053,2
18.31388,16.30412,15.28438,14.83303,14.46286,GALAXY,0.08612595,1.449391e-05,2.00976,1.0197400000000005,0.4513499999999997,0.37017000000000166,0
19.38732,17.74712,17.00832,16.73183,16.54668,STAR,-6.485487e-05,8.137213e-06,1.6402,0.7387999999999977,0.27649000000000257,0.18515000000000015,2
18.55636,16.39408,15.51486,15.14184,14.93098,STAR,-6.322398e-05,8.355868e-06,2.1622800000000026,0.8792199999999983,0.37302000000000035,0.21086000000000027,2
19.46893,17.97949,17.34417,16.97094,16.71758,GALAXY,0.06239183,9.730609e-06,1.4894400000000019,0.6353200000000001,0.3732299999999995,0.25335999999999714,0
17.90073,16.27042,15.59906,15.29212,15.14419,STAR,-0.0004296098,1.072684e-05,1.630309999999998,0.6713600000000017,0.3069399999999991,0.14793000000000056,2
19.48219,19.14182,19.12769,19.03865,18.88816,QSO,0.4443288,5.570813e-05,0.34037000000000006,0.014129999999997978,0.08904000000000067,0.15049000000000134,1
18.91182,18.03359,17.72145,17.59084,17.39498,GALAXY,0.0262872,1.442574e-05,0.8782299999999985,0.3121399999999994,0.13061000000000078,0.1958599999999997,0
18.04647,16.56998,15.88384,15.50707,15.33484,GALAXY,0.0322887,5.849071e-05,1.4764899999999983,0.6861400000000017,0.3767699999999987,0.17223000000000077,0
17.69466,16.2404,15.52963,15.21387,15.0457,STAR,-0.0005029063,8.429417e-06,1.4542599999999979,0.7107700000000019,0.31575999999999915,0.16816999999999993,2
18.90912,17.98549,17.66777,17.56334,17.53718,STAR,-4.710056e-05,1.15648e-05,0.9236300000000028,0.3177199999999978,0.10443000000000069,0.02616000000000085,2
17.93806,16.02656,15.09312,14.67406,14.33487,GALAXY,0.04986536,1.30738e-05,1.9115000000000002,0.9334399999999992,0.41906,0.3391900000000003,0
18.39081,16.92687,16.26513,15.90824,15.68508,GALAXY,0.1010667,1.161378e-05,1.4639399999999974,0.6617400000000018,0.35688999999999993,0.22316000000000003,0
17.25487,16.1735,15.94446,15.88589,15.89113,STAR,-0.0002455638,1.080952e-05,1.0813699999999997,0.22904000000000124,0.05856999999999957,-0.0052400000000005775,2
18.59361,17.3857,17.58047,17.71136,17.76543,GALAXY,0.0,0.0,1.2079100000000018,-0.19476999999999833,-0.13089000000000084,-0.054069999999999396,0
17.08862,15.9451,16.12468,16.28113,16.36833,STAR,-0.0007354675,6.030658e-06,1.1435199999999988,-0.1795800000000014,-0.15644999999999953,-0.08719999999999928,2
19.32497,18.30271,17.68941,17.31369,17.11732,GALAXY,0.1560146,8.804138e-06,1.0222599999999993,0.6133000000000024,0.3757199999999976,0.1963700000000017,0
19.16235,17.94287,17.4601,17.11611,16.93715,GALAXY,0.08188197,7.176652e-06,1.2194800000000008,0.4827699999999986,0.3439900000000016,0.17896,0
18.76817,17.91855,17.20533,16.77749,16.49488,QSO,0.1518511,5.006714e-05,0.8496200000000016,0.7132199999999997,0.4278399999999998,0.2826100000000018,1
17.59862,15.78989,14.9038,14.57229,14.36337,STAR,-7.326407e-05,7.681551e-06,1.8087300000000006,0.8860899999999994,0.33150999999999975,0.20892000000000088,2
19.52892,17.71754,16.74986,16.29722,15.94962,GALAXY,0.08850204,3.209892e-05,1.8113799999999998,0.9676799999999979,0.4526400000000024,0.3475999999999999,0
17.26186,16.11712,16.07841,16.09583,16.15095,STAR,-3.221835e-05,7.517569e-06,1.1447399999999988,0.038709999999998246,-0.01741999999999777,-0.05512000000000228,2
18.05102,16.76146,16.79838,16.87388,16.89702,STAR,-0.00110191,3.906632e-06,1.2895600000000016,-0.03692000000000206,-0.07549999999999812,-0.023140000000001493,2
19.07517,18.82658,18.82604,18.62431,18.6202,QSO,1.655814,0.0002263229,0.2485900000000001,0.0005400000000008731,0.20172999999999774,0.004110000000000724,1
19.36616,18.18247,17.49414,17.1319,16.9178,GALAXY,0.1441795,1.048541e-05,1.1836900000000021,0.688329999999997,0.3622399999999999,0.21410000000000196,0
18.91858,17.78098,17.35826,17.05751,16.92339,GALAXY,0.03223057,6.851049e-06,1.137599999999999,0.4227199999999982,0.30075000000000074,0.13411999999999935,0
18.63818,17.07587,16.30766,15.88286,15.58037,GALAXY,0.03521895,1.452174e-05,1.56231,0.7682099999999998,0.4247999999999976,0.3024900000000006,0
19.30087,18.5209,18.39183,18.2431,18.04169,QSO,2.65688,0.0002727908,0.7799699999999987,0.12907000000000224,0.14873000000000047,0.2014099999999992,1
19.01247,17.48686,16.93357,16.72759,16.65287,STAR,-0.0001726908,9.260667e-06,1.5256100000000004,0.5532900000000005,0.20598000000000027,0.07471999999999923,2
19.46334,18.06367,17.61052,17.37845,17.31751,GALAXY,0.04258323,9.116526e-06,1.3996700000000004,0.4531499999999973,0.23207000000000022,0.060940000000002215,0
18.9765,17.7503,17.15006,16.78363,16.55677,GALAXY,0.07133743,8.390738e-06,1.2262000000000022,0.6002399999999994,0.36643000000000114,0.2268599999999985,0
19.44613,18.01844,17.3613,17.12075,16.98273,STAR,-0.0002566435,8.326732e-06,1.427690000000002,0.6571399999999983,0.24054999999999893,0.13802000000000092,2
19.35847,19.07547,18.96251,19.02304,18.87581,QSO,0.8725975,0.0003646817,0.28300000000000125,0.1129599999999975,-0.06052999999999997,0.14723000000000042,1
19.39671,18.15053,17.42676,17.05113,16.74088,GALAXY,0.1281258,2.816663e-05,1.246179999999999,0.7237699999999982,0.375630000000001,0.3102499999999999,0
16.81162,14.8967,14.02072,13.58186,13.25701,GALAXY,0.04219103,1.348863e-05,1.9149200000000022,0.8759799999999984,0.43886000000000003,0.3248500000000014,0
18.8672,17.27069,16.5149,16.20964,16.03177,STAR,-0.0007481327,7.706748e-06,1.596510000000002,0.7557899999999975,0.30526000000000053,0.17786999999999864,2
18.47956,16.97498,16.2303,15.80467,15.51637,GALAXY,0.07914868,8.792825e-06,1.5045800000000007,0.7446799999999989,0.42562999999999995,0.28829999999999956,0
18.60723,17.63393,17.27341,17.13555,17.08818,STAR,-0.0001082048,1.420329e-05,0.9733000000000018,0.36052000000000106,0.13785999999999987,0.04736999999999725,2
19.37252,17.27185,16.23465,15.8008,15.42857,GALAXY,0.1116734,2.678572e-05,2.100670000000001,1.0372000000000021,0.43384999999999785,0.37223000000000006,0
16.55343,16.971,17.51356,17.87115,18.23669,STAR,-0.0006684425,3.523473e-05,-0.41757000000000133,-0.5425599999999982,-0.35759000000000185,-0.3655399999999993,2
19.47417,17.676,16.83492,16.42311,16.15207,GALAXY,0.08793864,2.690804e-05,1.7981700000000025,0.841079999999998,0.4118099999999991,0.27104000000000283,0
16.77497,15.58521,15.36129,15.11471,15.07754,STAR,-0.0001606377,1.241272e-05,1.1897599999999997,0.22391999999999967,0.2465799999999998,0.0371699999999997,2
19.05542,17.57148,17.00758,16.8021,16.70464,STAR,4.775463e-05,8.552979e-06,1.4839400000000005,0.5639000000000003,0.20548000000000144,0.0974599999999981,2
19.1941,17.63562,16.741,16.32867,16.05758,GALAXY,0.1801528,2.792933e-05,1.5584799999999994,0.8946199999999997,0.41233000000000075,0.2710899999999974,0
18.09576,16.41418,15.74565,15.48715,15.3706,STAR,-9.125286e-05,7.87905e-06,1.6815799999999967,0.6685300000000023,0.25849999999999973,0.11655000000000015,2
18.29776,17.30105,16.71482,16.36986,16.15127,GALAXY,0.1312622,1.122965e-05,0.9967100000000002,0.5862300000000005,0.3449600000000004,0.21858999999999895,0
19.59447,18.06843,17.17391,16.61873,16.20459,GALAXY,0.05833168,6.430231e-06,1.5260400000000018,0.89452,0.55518,0.41413999999999973,0
18.98972,17.99174,17.64851,17.3607,17.27622,GALAXY,0.09967127,5.949624e-06,0.9979799999999983,0.34322999999999837,0.28781000000000034,0.08448000000000278,0
18.05487,16.61061,16.07878,15.88848,15.81583,STAR,-0.0001994589,8.062366e-06,1.4442599999999999,0.5318300000000029,0.1902999999999988,0.07264999999999944,2
18.39443,16.94063,16.3631,16.13378,16.01622,STAR,-5.775633e-05,8.320963e-06,1.453800000000001,0.5775299999999994,0.22931999999999775,0.117560000000001,2
19.03978,18.66941,18.34422,18.09506,17.99909,QSO,1.703156,0.0001613695,0.3703700000000012,0.3251899999999992,0.24915999999999983,0.09597000000000122,1
16.85638,14.91857,14.01961,13.58428,13.26055,GALAXY,0.03641304,9.481772e-06,1.9378100000000007,0.8989600000000006,0.43533000000000044,0.3237299999999994,0
18.58245,16.72842,16.05785,15.81696,15.70261,STAR,7.914897e-05,8.904538e-06,1.8540300000000016,0.6705700000000014,0.2408899999999985,0.11434999999999995,2
18.72752,17.0404,16.05794,15.58988,15.20252,GALAXY,0.07811995,1.658125e-05,1.6871199999999966,0.9824600000000032,0.4680599999999977,0.38736000000000104,0
19.5469,18.14342,17.54004,17.29635,17.15791,STAR,-0.0003047778,9.550433e-06,1.4034800000000018,0.6033799999999978,0.24369000000000085,0.13843999999999923,2
17.94846,16.94681,16.60151,16.46733,16.41553,STAR,-0.0004377277,1.126721e-05,1.0016500000000015,0.34529999999999816,0.13418000000000063,0.05180000000000007,2
18.01632,16.61972,16.02853,15.8095,15.6857,STAR,-3.926134e-05,1.158648e-05,1.3965999999999994,0.591190000000001,0.21903000000000006,0.12379999999999924,2
18.27659,17.02957,16.62141,16.42592,16.42875,GALAXY,0.03483978,1.008079e-05,1.2470199999999991,0.40815999999999875,0.1954899999999995,-0.002829999999999444,0
